Rank,Name,Role,Game Type,Map,Game Rank,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
10,Fade,initiator,Competitive,All,Platinum 3,0.96,"['14.5', '15.1', '6.4']",49.5,4.8,200,0.1,52401
11,Jett,duelist,Competitive,All,Platinum 3,1.09,"['17.5', '16', '3.8']",49.1,11.3,242,0.1,124582
12,Skye,initiator,Competitive,All,Platinum 3,0.95,"['14.5', '15.2', '7.5']",49.0,3.3,202,0.1,36396
13,Cypher,sentinel,Competitive,All,Platinum 3,1.01,"['14.7', '14.6', '4.8']",48.9,4.2,201,0.2,46578
14,Chamber,sentinel,Competitive,All,Platinum 3,1.08,"['16.3', '15.1', '3']",48.8,3.1,220,0.1,33623
15,Omen,controller,Competitive,All,Platinum 3,0.98,"['15', '15.3', '7.2']",48.5,6.7,207,0.1,74052
16,Breach,initiator,Competitive,All,Platinum 3,0.94,"['14.6', '15.4', '6.8']",48.5,3.6,202,0.1,39563
17,Neon,duelist,Competitive,All,Platinum 3,1.0,"['16.3', '16.3', '4.2']",47.7,1.7,230,0.1,18577
18,KAY/O,initiator,Competitive,All,Platinum 3,0.93,"['14.4', '15.6', '8.9']",46.6,3.6,205,0.1,39749
19,Yoru,duelist,Competitive,All,Platinum 3,1.02,"['16', '15.7', '4.3']",46.4,1.2,220,0.1,12831
20,Harbor,controller,Competitive,All,Platinum 3,0.91,"['14', '15.4', '5.9']",45.6,0.8,194,0.1,8983
1,Brimstone,controller,Competitive,Split,Platinum 3,0.98,"['14.8', '15', '8.9']",51.9,5.2,210,0.1,8277
2,Phoenix,duelist,Competitive,Split,Platinum 3,1.11,"['17.3', '15.6', '4.9']",50.6,2.9,242,0.1,4546
3,Sage,sentinel,Competitive,Split,Platinum 3,0.95,"['14.3', '15', '7.6']",50.3,13.0,199,0.1,20644
4,Astra,controller,Competitive,Split,Platinum 3,1.04,"['15.3', '14.6', '6.6']",50.2,2.7,210,0.2,4294
5,Reyna,duelist,Competitive,Split,Platinum 3,1.14,"['17.9', '15.6', '4.5']",50.1,11.0,249,0.1,17571
6,Raze,duelist,Competitive,Split,Platinum 3,1.06,"['17.1', '16.1', '5.1']",50.0,11.0,247,0.1,17600
7,Sova,initiator,Competitive,Split,Platinum 3,1.01,"['15', '14.9', '5.4']",50.0,2.3,210,0.1,3735
8,Killjoy,sentinel,Competitive,Split,Platinum 3,1.02,"['14.6', '14.4', '4']",49.7,6.0,205,0.2,9539
9,Fade,initiator,Competitive,Split,Platinum 3,0.96,"['14.5', '15.1', '6.1']",49.6,3.9,201,0.1,6266
10,Jett,duelist,Competitive,Split,Platinum 3,1.08,"['17.5', '16.2', '3.9']",49.2,9.3,242,0.1,14875
11,Omen,controller,Competitive,Split,Platinum 3,0.99,"['15.2', '15.3', '7.2']",49.1,9.0,209,0.1,14263
12,Skye,initiator,Competitive,Split,Platinum 3,0.97,"['14.6', '15.1', '7.7']",49.0,4.6,204,0.1,7255
13,Chamber,sentinel,Competitive,Split,Platinum 3,1.09,"['16.5', '15.2', '3']",48.5,2.2,224,0.1,3444
14,Cypher,sentinel,Competitive,Split,Platinum 3,1.01,"['14.9', '14.7', '4.8']",47.7,5.6,203,0.1,8945
15,Viper,controller,Competitive,Split,Platinum 3,1.0,"['14.8', '14.9', '5.6']",47.7,2.2,206,0.1,3525
16,Neon,duelist,Competitive,Split,Platinum 3,0.99,"['16', '16.1', '4.1']",47.6,1.2,226,0.1,1885
17,Breach,initiator,Competitive,Split,Platinum 3,0.94,"['14.6', '15.5', '6.8']",46.8,3.0,202,0.1,4830
18,Yoru,duelist,Competitive,Split,Platinum 3,1.04,"['16.2', '15.6', '4.5']",46.5,1.1,224,0.1,1676
19,KAY/O,initiator,Competitive,Split,Platinum 3,0.92,"['14.3', '15.6', '8.9']",45.3,3.5,205,0.1,5567
20,Harbor,controller,Competitive,Split,Platinum 3,0.91,"['14', '15.4', '5.7']",43.3,0.4,196,0.1,621
1,Phoenix,duelist,Competitive,Ascent,Platinum 3,1.12,"['17.5', '15.6', '4.9']",52.1,3.7,245,0.1,5752
2,Brimstone,controller,Competitive,Ascent,Platinum 3,0.96,"['14.4', '15', '9.5']",51.6,6.2,205,0.1,9797
3,Sage,sentinel,Competitive,Ascent,Platinum 3,0.94,"['14', '14.8', '7.2']",50.6,7.4,194,0.1,11656
4,Sova,initiator,Competitive,Ascent,Platinum 3,1.03,"['15', '14.6', '6']",50.4,9.2,210,0.2,14477
5,Yoru,duelist,Competitive,Ascent,Platinum 3,1.05,"['16.5', '15.7', '4.5']",50.1,0.9,224,0.1,1462
6,Raze,duelist,Competitive,Ascent,Platinum 3,1.04,"['16.5', '15.9', '5.1']",50.0,6.1,239,0.1,9603
7,Reyna,duelist,Competitive,Ascent,Platinum 3,1.13,"['17.9', '15.8', '4.5']",50.0,12.1,246,0.1,19014
8,Killjoy,sentinel,Competitive,Ascent,Platinum 3,1.01,"['14.4', '14.3', '3.9']",49.9,10.1,200,0.2,15836
9,Fade,initiator,Competitive,Ascent,Platinum 3,0.96,"['14.4', '15', '6.5']",49.7,3.7,200,0.1,5813
10,Cypher,sentinel,Competitive,Ascent,Platinum 3,1.0,"['14.5', '14.5', '4.9']",49.6,3.4,197,0.2,5365
11,Chamber,sentinel,Competitive,Ascent,Platinum 3,1.08,"['16.3', '15.1', '3']",49.2,2.4,221,0.1,3839
12,Jett,duelist,Competitive,Ascent,Platinum 3,1.08,"['17.3', '16.1', '3.8']",48.8,12.6,239,0.1,19837
13,Astra,controller,Competitive,Ascent,Platinum 3,1.05,"['15.5', '14.8', '7.4']",48.6,2.3,210,0.2,3661
14,Omen,controller,Competitive,Ascent,Platinum 3,0.98,"['14.9', '15.2', '8.2']",48.5,9.4,206,0.1,14869
15,Skye,initiator,Competitive,Ascent,Platinum 3,0.94,"['14.5', '15.5', '7.8']",46.9,2.6,202,0.1,4017
16,KAY/O,initiator,Competitive,Ascent,Platinum 3,0.92,"['14.2', '15.6', '8.8']",46.3,4.0,203,0.1,6343
17,Viper,controller,Competitive,Ascent,Platinum 3,0.96,"['14.3', '14.9', '5.7']",46.0,1.1,198,0.2,1700
18,Neon,duelist,Competitive,Ascent,Platinum 3,0.95,"['15.9', '16.7', '4']",44.5,1.0,222,0.1,1532
19,Breach,initiator,Competitive,Ascent,Platinum 3,0.93,"['14.4', '15.5', '6.8']",44.3,1.5,201,0.1,2331
20,Harbor,controller,Competitive,Ascent,Platinum 3,0.88,"['13.5', '15.4', '5.9']",41.7,0.3,189,0.1,501
1,Brimstone,controller,Competitive,Haven,Platinum 3,0.97,"['14.5', '15.1', '8.9']",51.5,5.9,205,0.1,9335
2,Phoenix,duelist,Competitive,Haven,Platinum 3,1.11,"['17.3', '15.6', '4.7']",51.3,4.4,242,0.1,6940
3,Killjoy,sentinel,Competitive,Haven,Platinum 3,1.01,"['14.5', '14.4', '3.8']",50.9,5.9,202,0.2,9452
4,Sage,sentinel,Competitive,Haven,Platinum 3,0.94,"['14', '14.9', '7.2']",50.9,9.3,194,0.1,14849
5,Fade,initiator,Competitive,Haven,Platinum 3,0.95,"['14.3', '15.2', '6.7']",50.2,4.3,200,0.1,6911
6,Reyna,duelist,Competitive,Haven,Platinum 3,1.14,"['18', '15.8', '4.5']",49.8,12.4,248,0.1,19856
7,Sova,initiator,Competitive,Haven,Platinum 3,1.01,"['14.8', '14.7', '5.7']",49.8,6.9,207,0.2,11086
8,Skye,initiator,Competitive,Haven,Platinum 3,0.96,"['14.7', '15.2', '7.5']",49.6,3.7,204,0.1,5895
9,Omen,controller,Competitive,Haven,Platinum 3,0.98,"['15', '15.2', '7.5']",49.3,10.4,206,0.1,16667
10,Jett,duelist,Competitive,Haven,Platinum 3,1.09,"['17.4', '16', '3.7']",49.2,12.2,240,0.1,19511
11,Breach,initiator,Competitive,Haven,Platinum 3,0.95,"['14.9', '15.6', '6.9']",49.0,2.7,204,0.1,4353
12,Cypher,sentinel,Competitive,Haven,Platinum 3,1.0,"['14.7', '14.7', '4.7']",49.0,4.6,200,0.1,7327
13,Astra,controller,Competitive,Haven,Platinum 3,1.03,"['15.2', '14.7', '6.6']",48.9,2.0,206,0.2,3152
14,Raze,duelist,Competitive,Haven,Platinum 3,1.06,"['16.8', '15.9', '4.8']",48.8,5.9,241,0.1,9377
15,Chamber,sentinel,Competitive,Haven,Platinum 3,1.06,"['16.1', '15.2', '3']",48.5,3.0,217,0.1,4727
16,Neon,duelist,Competitive,Haven,Platinum 3,0.98,"['16.4', '16.7', '4.3']",47.5,1.3,229,0.1,2011
17,Yoru,duelist,Competitive,Haven,Platinum 3,1.03,"['16.2', '15.7', '4.5']",47.0,1.1,223,0.1,1707
18,Harbor,controller,Competitive,Haven,Platinum 3,0.92,"['14.6', '15.8', '6']",46.9,0.3,197,0.1,486
19,KAY/O,initiator,Competitive,Haven,Platinum 3,0.92,"['14.4', '15.6', '9.2']",46.0,2.9,205,0.1,4623
20,Viper,controller,Competitive,Haven,Platinum 3,0.98,"['14.6', '14.9', '5.8']",45.4,0.8,204,0.1,1270
1,Phoenix,duelist,Competitive,Icebox,Platinum 3,1.1,"['17.2', '15.6', '4.3']",51.5,2.2,239,0.1,3502
2,Sage,sentinel,Competitive,Icebox,Platinum 3,0.92,"['13.8', '14.9', '7.2']",50.5,12.4,190,0.1,19535
3,Reyna,duelist,Competitive,Icebox,Platinum 3,1.15,"['18.2', '15.8', '4.3']",50.3,12.7,252,0.1,20084
4,Viper,controller,Competitive,Icebox,Platinum 3,1.01,"['15', '14.9', '5.7']",50.2,12.0,207,0.2,19005
5,Jett,duelist,Competitive,Icebox,Platinum 3,1.1,"['17.8', '16.3', '3.9']",49.9,13.1,247,0.1,20636
6,Skye,initiator,Competitive,Icebox,Platinum 3,0.92,"['14.1', '15.3', '7.3']",49.7,2.2,198,0.1,3405
7,Sova,initiator,Competitive,Icebox,Platinum 3,0.99,"['14.7', '14.8', '5.4']",49.7,10.1,204,0.2,15960
8,Fade,initiator,Competitive,Icebox,Platinum 3,0.95,"['14.5', '15.2', '6.3']",49.6,3.1,201,0.1,4975
9,Harbor,controller,Competitive,Icebox,Platinum 3,0.93,"['14.1', '15.2', '5.9']",49.5,0.6,194,0.1,997
10,Killjoy,sentinel,Competitive,Icebox,Platinum 3,1.01,"['14.7', '14.5', '3.8']",49.5,5.5,203,0.2,8659
11,Brimstone,controller,Competitive,Icebox,Platinum 3,0.96,"['14.6', '15.2', '7.2']",49.0,2.1,204,0.1,3248
12,Raze,duelist,Competitive,Icebox,Platinum 3,1.04,"['16.7', '16.1', '4.7']",48.6,6.9,241,0.1,10911
13,Chamber,sentinel,Competitive,Icebox,Platinum 3,1.09,"['16.4', '15.1', '2.9']",48.3,3.3,221,0.1,5187
14,Astra,controller,Competitive,Icebox,Platinum 3,1.02,"['15', '14.7', '5.3']",47.7,0.5,209,0.1,818
15,Yoru,duelist,Competitive,Icebox,Platinum 3,1.01,"['16', '15.9', '4.1']",47.6,1.2,219,0.1,1827
16,Omen,controller,Competitive,Icebox,Platinum 3,0.98,"['15.3', '15.7', '5.9']",47.5,4.3,212,0.1,6721
17,Cypher,sentinel,Competitive,Icebox,Platinum 3,0.98,"['14.6', '14.8', '4.5']",47.2,1.6,199,0.1,2589
18,KAY/O,initiator,Competitive,Icebox,Platinum 3,0.93,"['14.7', '15.7', '8.9']",47.1,4.0,207,0.1,6310
19,Neon,duelist,Competitive,Icebox,Platinum 3,0.99,"['16.3', '16.4', '4']",47.0,1.3,230,0.1,2118
20,Breach,initiator,Competitive,Icebox,Platinum 3,0.93,"['14.6', '15.8', '6.3']",46.2,0.9,204,0.1,1451
1,Brimstone,controller,Competitive,Fracture,Platinum 3,1.0,"['14.6', '14.7', '8.6']",51.7,10.0,207,0.1,15614
2,Killjoy,sentinel,Competitive,Fracture,Platinum 3,1.0,"['14.2', '14.3', '4.1']",50.6,7.0,200,0.2,10898
3,Reyna,duelist,Competitive,Fracture,Platinum 3,1.17,"['18', '15.4', '4.5']",50.6,11.6,250,0.1,18112
4,Viper,controller,Competitive,Fracture,Platinum 3,0.99,"['14.5', '14.7', '5.7']",50.5,4.5,203,0.2,7017
5,Cypher,sentinel,Competitive,Fracture,Platinum 3,1.02,"['14.9', '14.5', '4.9']",50.3,4.6,204,0.1,7162
6,Sage,sentinel,Competitive,Fracture,Platinum 3,0.93,"['13.8', '14.8', '7']",49.9,7.8,191,0.1,12197
7,Raze,duelist,Competitive,Fracture,Platinum 3,1.06,"['16.7', '15.7', '4.8']",49.6,7.4,240,0.1,11570
8,Neon,duelist,Competitive,Fracture,Platinum 3,1.03,"['16.6', '16.2', '4.3']",49.3,3.2,234,0.1,4964
9,Breach,initiator,Competitive,Fracture,Platinum 3,0.95,"['14.5', '15.3', '6.8']",49.0,9.5,202,0.1,14786
10,Sova,initiator,Competitive,Fracture,Platinum 3,0.98,"['14.7', '14.9', '5.4']",48.9,1.6,206,0.1,2459
11,Jett,duelist,Competitive,Fracture,Platinum 3,1.1,"['17.5', '15.9', '3.8']",48.9,10.5,242,0.1,16311
12,Fade,initiator,Competitive,Fracture,Platinum 3,0.95,"['14.3', '15', '6.2']",48.7,4.5,199,0.1,7039
13,Phoenix,duelist,Competitive,Fracture,Platinum 3,1.11,"['17.1', '15.4', '4.6']",48.7,2.7,238,0.1,4208
14,Chamber,sentinel,Competitive,Fracture,Platinum 3,1.07,"['16.3', '15.1', '3']",48.1,3.0,219,0.1,4737
15,KAY/O,initiator,Competitive,Fracture,Platinum 3,0.94,"['14.5', '15.4', '9']",47.9,3.3,206,0.1,5093
16,Omen,controller,Competitive,Fracture,Platinum 3,0.95,"['14.4', '15.2', '6.7']",47.4,3.0,200,0.1,4727
17,Astra,controller,Competitive,Fracture,Platinum 3,1.02,"['15.1', '14.8', '6.3']",47.3,1.2,207,0.1,1840
18,Skye,initiator,Competitive,Fracture,Platinum 3,0.94,"['14.3', '15.3', '7']",47.2,2.6,199,0.1,4044
19,Harbor,controller,Competitive,Fracture,Platinum 3,0.93,"['14.2', '15.3', '6.2']",45.8,0.7,196,0.1,1099
20,Yoru,duelist,Competitive,Fracture,Platinum 3,1.02,"['15.8', '15.5', '4.4']",45.2,1.2,218,0.1,1800
1,Killjoy,sentinel,Competitive,Pearl,Platinum 3,1.01,"['14.4', '14.2', '4.1']",51.4,4.5,201,0.2,7135
2,Sage,sentinel,Competitive,Pearl,Platinum 3,0.92,"['13.7', '15', '7.2']",50.7,8.9,191,0.1,13999
3,Viper,controller,Competitive,Pearl,Platinum 3,0.99,"['14.6', '14.7', '6']",50.5,7.1,204,0.2,11144
4,Skye,initiator,Competitive,Pearl,Platinum 3,0.95,"['14.5', '15.3', '7.5']",50.5,3.2,203,0.1,5017
5,Reyna,duelist,Competitive,Pearl,Platinum 3,1.16,"['18.1', '15.7', '4.6']",49.6,12.3,252,0.1,19319
6,Fade,initiator,Competitive,Pearl,Platinum 3,0.96,"['14.6', '15.2', '6.5']",49.5,9.0,202,0.1,14156
7,Astra,controller,Competitive,Pearl,Platinum 3,1.05,"['15.1', '14.5', '6.5']",49.5,4.0,207,0.2,6324
8,Raze,duelist,Competitive,Pearl,Platinum 3,1.05,"['16.8', '15.9', '4.9']",49.4,5.5,242,0.1,8654
9,Sova,initiator,Competitive,Pearl,Platinum 3,1.0,"['14.7', '14.6', '5.7']",49.4,2.7,208,0.1,4259
10,Phoenix,duelist,Competitive,Pearl,Platinum 3,1.12,"['17.4', '15.6', '4.9']",49.3,4.9,245,0.1,7634
11,Cypher,sentinel,Competitive,Pearl,Platinum 3,1.0,"['14.5', '14.6', '4.8']",49.3,5.5,198,0.2,8661
12,Brimstone,controller,Competitive,Pearl,Platinum 3,0.95,"['14.3', '15', '8.4']",49.1,4.2,204,0.1,6526
13,Chamber,sentinel,Competitive,Pearl,Platinum 3,1.08,"['16.1', '14.9', '3.1']",48.6,3.7,217,0.1,5800
14,Jett,duelist,Competitive,Pearl,Platinum 3,1.09,"['17.4', '15.9', '3.8']",48.5,11.1,241,0.1,17456
15,Neon,duelist,Competitive,Pearl,Platinum 3,1.0,"['16.5', '16.5', '4.3']",47.9,1.9,232,0.1,2995
16,Omen,controller,Competitive,Pearl,Platinum 3,0.96,"['14.9', '15.5', '6.7']",47.2,3.1,206,0.1,4922
17,KAY/O,initiator,Competitive,Pearl,Platinum 3,0.92,"['14.3', '15.5', '8.7']",46.4,3.9,205,0.1,6066
18,Yoru,duelist,Competitive,Pearl,Platinum 3,1.02,"['16', '15.7', '4.4']",46.2,1.4,221,0.1,2212
19,Breach,initiator,Competitive,Pearl,Platinum 3,0.92,"['14.3', '15.5', '6.7']",45.6,1.7,201,0.1,2595
20,Harbor,controller,Competitive,Pearl,Platinum 3,0.9,"['13.8', '15.3', '5.9']",45.5,1.4,190,0.1,2271
1,Astra,controller,Competitive,Lotus,Platinum 3,1.05,"['15.4', '14.7', '6.2']",51.9,2.5,208,0.2,3877
2,Sova,initiator,Competitive,Lotus,Platinum 3,0.98,"['14.7', '14.9', '5.4']",51.6,2.5,205,0.1,3946
3,Killjoy,sentinel,Competitive,Lotus,Platinum 3,1.02,"['14.7', '14.3', '3.8']",51.5,6.5,203,0.2,10099
4,Raze,duelist,Competitive,Lotus,Platinum 3,1.07,"['17', '15.9', '4.9']",51.1,8.1,245,0.1,12508
5,Reyna,duelist,Competitive,Lotus,Platinum 3,1.16,"['18.1', '15.6', '4.4']",50.8,12.7,250,0.1,19656
6,Sage,sentinel,Competitive,Lotus,Platinum 3,0.93,"['13.9', '14.9', '7']",50.5,7.6,193,0.1,11738
7,Breach,initiator,Competitive,Lotus,Platinum 3,0.95,"['14.6', '15.4', '7']",50.4,5.9,203,0.1,9217
8,Phoenix,duelist,Competitive,Lotus,Platinum 3,1.12,"['17.3', '15.4', '4.5']",50.4,3.6,242,0.1,5602
9,Chamber,sentinel,Competitive,Lotus,Platinum 3,1.1,"['16.5', '15', '2.9']",50.2,3.8,222,0.1,5889
10,Brimstone,controller,Competitive,Lotus,Platinum 3,0.96,"['14.3', '14.9', '8']",50.1,4.8,204,0.1,7398
11,Viper,controller,Competitive,Lotus,Platinum 3,0.97,"['14.4', '15', '5.5']",49.6,1.8,202,0.1,2722
12,Jett,duelist,Competitive,Lotus,Platinum 3,1.09,"['17.3', '15.9', '3.7']",49.4,10.3,241,0.1,15956
13,Skye,initiator,Competitive,Lotus,Platinum 3,0.96,"['14.5', '15.2', '7.6']",49.2,4.4,201,0.1,6763
14,Fade,initiator,Competitive,Lotus,Platinum 3,0.96,"['14.4', '15', '6.1']",49.0,4.7,200,0.1,7241
15,Cypher,sentinel,Competitive,Lotus,Platinum 3,1.02,"['14.9', '14.6', '4.6']",48.4,4.2,202,0.2,6529
16,Omen,controller,Competitive,Lotus,Platinum 3,0.98,"['14.9', '15.2', '6.6']",48.1,7.7,205,0.1,11883
17,KAY/O,initiator,Competitive,Lotus,Platinum 3,0.93,"['14.4', '15.4', '9']",47.1,3.7,206,0.1,5747
18,Neon,duelist,Competitive,Lotus,Platinum 3,0.99,"['16', '16.2', '4.3']",46.9,2.0,228,0.1,3072
19,Harbor,controller,Competitive,Lotus,Platinum 3,0.92,"['14.2', '15.4', '5.8']",45.3,1.9,196,0.1,3008
20,Yoru,duelist,Competitive,Lotus,Platinum 3,0.98,"['15.5', '15.8', '4.2']",43.8,1.4,215,0.1,2147
1,Brimstone,controller,Competitive,All,Diamond 1,0.97,"['14.5', '15', '8.8']",50.9,5.4,206,0.1,51814
2,Sage,sentinel,Competitive,All,Diamond 1,0.93,"['13.9', '14.9', '7.2']",50.6,9.0,193,0.1,87209
3,Phoenix,duelist,Competitive,All,Diamond 1,1.1,"['17.2', '15.6', '4.8']",50.6,3.4,240,0.1,32921
4,Killjoy,sentinel,Competitive,All,Diamond 1,1.01,"['14.5', '14.4', '3.8']",50.1,6.6,202,0.2,63522
5,Fade,initiator,Competitive,All,Diamond 1,0.96,"['14.5', '15.2', '6.4']",49.8,4.8,200,0.1,46695
6,Raze,duelist,Competitive,All,Diamond 1,1.05,"['16.8', '16', '4.9']",49.8,7.2,241,0.1,69441
7,Reyna,duelist,Competitive,All,Diamond 1,1.13,"['17.9', '15.8', '4.5']",49.6,11.7,246,0.1,112892
8,Sova,initiator,Competitive,All,Diamond 1,0.99,"['14.7', '14.8', '5.7']",49.3,5.3,205,0.1,51575
9,Astra,controller,Competitive,All,Diamond 1,1.04,"['15.2', '14.7', '6.6']",49.0,2.3,207,0.2,22715
10,Skye,initiator,Competitive,All,Diamond 1,0.95,"['14.5', '15.3', '7.6']",48.9,3.3,201,0.1,31783
11,Jett,duelist,Competitive,All,Diamond 1,1.08,"['17.4', '16.1', '3.8']",48.9,11.8,240,0.1,114345
12,Viper,controller,Competitive,All,Diamond 1,1.0,"['14.8', '14.9', '5.8']",48.9,4.2,206,0.1,40303
13,Breach,initiator,Competitive,All,Diamond 1,0.94,"['14.5', '15.5', '7']",48.2,3.7,201,0.1,36226
14,Cypher,sentinel,Competitive,All,Diamond 1,1.0,"['14.7', '14.7', '4.8']",48.2,4.5,200,0.2,43769
15,Chamber,sentinel,Competitive,All,Diamond 1,1.08,"['16.3', '15.1', '3']",47.9,2.9,219,0.1,28197
16,Omen,controller,Competitive,All,Diamond 1,0.97,"['14.9', '15.3', '7.4']",47.8,6.6,205,0.1,64047
17,Neon,duelist,Competitive,All,Diamond 1,0.99,"['16.3', '16.5', '4.2']",47.3,1.6,227,0.1,15523
18,KAY/O,initiator,Competitive,All,Diamond 1,0.92,"['14.4', '15.6', '9.1']",45.9,3.7,205,0.1,35589
19,Harbor,controller,Competitive,All,Diamond 1,0.91,"['14', '15.4', '6']",45.6,0.8,193,0.1,8083
20,Yoru,duelist,Competitive,All,Diamond 1,1.0,"['16', '15.9', '4.3']",45.1,1.1,220,0.1,10693
1,Astra,controller,Competitive,Split,Diamond 1,1.07,"['15.5', '14.6', '6.6']",52.1,2.9,212,0.2,4025
2,Sage,sentinel,Competitive,Split,Diamond 1,0.96,"['14.3', '14.9', '7.6']",51.0,12.8,199,0.1,17868
3,Reyna,duelist,Competitive,Split,Diamond 1,1.13,"['17.9', '15.8', '4.5']",50.7,10.5,246,0.1,14680
4,Skye,initiator,Competitive,Split,Diamond 1,0.97,"['14.7', '15.2', '7.7']",50.6,4.8,204,0.1,6697
5,Brimstone,controller,Competitive,Split,Diamond 1,0.98,"['14.8', '15.1', '8.9']",50.5,5.2,210,0.1,7226
6,Killjoy,sentinel,Competitive,Split,Diamond 1,1.02,"['14.8', '14.5', '3.9']",50.2,6.0,205,0.2,8443
7,Raze,duelist,Competitive,Split,Diamond 1,1.05,"['17', '16.2', '5']",49.6,11.3,245,0.1,15840
8,Neon,duelist,Competitive,Split,Diamond 1,0.98,"['16.2', '16.6', '4.3']",49.2,1.0,225,0.1,1427
9,Fade,initiator,Competitive,Split,Diamond 1,0.96,"['14.6', '15.2', '6.1']",49.0,3.8,200,0.1,5395
10,Phoenix,duelist,Competitive,Split,Diamond 1,1.09,"['17', '15.7', '4.7']",49.0,2.5,239,0.1,3564
11,Omen,controller,Competitive,Split,Diamond 1,0.98,"['15.1', '15.3', '7.3']",48.8,9.1,207,0.1,12706
12,Chamber,sentinel,Competitive,Split,Diamond 1,1.08,"['16.4', '15.1', '3']",48.6,2.0,221,0.1,2831
13,Sova,initiator,Competitive,Split,Diamond 1,0.98,"['14.7', '15', '5.4']",48.3,2.3,206,0.1,3197
14,Jett,duelist,Competitive,Split,Diamond 1,1.06,"['17.2', '16.2', '3.8']",48.2,9.8,238,0.1,13742
15,Cypher,sentinel,Competitive,Split,Diamond 1,1.01,"['14.8', '14.7', '4.8']",47.8,5.9,201,0.2,8297
16,Breach,initiator,Competitive,Split,Diamond 1,0.93,"['14.4', '15.5', '7']",47.4,3.3,201,0.1,4682
17,Viper,controller,Competitive,Split,Diamond 1,1.01,"['14.9', '14.7', '5.7']",47.3,1.8,206,0.2,2577
18,KAY/O,initiator,Competitive,Split,Diamond 1,0.93,"['14.4', '15.5', '8.9']",47.0,3.6,205,0.1,5049
19,Yoru,duelist,Competitive,Split,Diamond 1,1.01,"['16', '15.8', '4.5']",43.0,0.9,220,0.1,1314
20,Harbor,controller,Competitive,Split,Diamond 1,0.9,"['14.2', '15.8', '6.2']",42.9,0.4,192,0.1,580
1,Brimstone,controller,Competitive,Ascent,Diamond 1,0.97,"['14.6', '15.1', '9.7']",51.7,6.2,207,0.1,8534
2,Phoenix,duelist,Competitive,Ascent,Diamond 1,1.1,"['17.4', '15.8', '4.9']",51.0,3.7,241,0.1,5137
3,Sage,sentinel,Competitive,Ascent,Diamond 1,0.94,"['14.1', '14.9', '7.2']",50.7,7.0,194,0.1,9711
4,Sova,initiator,Competitive,Ascent,Diamond 1,1.0,"['14.7', '14.6', '6.1']",50.5,9.8,206,0.2,13558
5,Raze,duelist,Competitive,Ascent,Diamond 1,1.04,"['16.6', '16', '5.1']",49.5,5.8,239,0.1,8105
6,Skye,initiator,Competitive,Ascent,Diamond 1,0.94,"['14.4', '15.3', '7.6']",49.4,2.4,200,0.1,3277
7,Reyna,duelist,Competitive,Ascent,Diamond 1,1.11,"['17.7', '15.9', '4.6']",49.3,11.5,242,0.1,15996
8,Fade,initiator,Competitive,Ascent,Diamond 1,0.95,"['14.4', '15.2', '6.5']",49.0,3.7,199,0.1,5180
9,Omen,controller,Competitive,Ascent,Diamond 1,0.98,"['14.9', '15.2', '8.4']",48.7,9.8,205,0.1,13532
10,Killjoy,sentinel,Competitive,Ascent,Diamond 1,0.99,"['14.2', '14.3', '3.9']",48.5,10.1,199,0.2,13974
11,Jett,duelist,Competitive,Ascent,Diamond 1,1.08,"['17.4', '16.2', '3.7']",48.4,13.1,239,0.1,18202
12,Cypher,sentinel,Competitive,Ascent,Diamond 1,1.0,"['14.7', '14.7', '5']",48.1,3.6,199,0.2,4949
13,Astra,controller,Competitive,Ascent,Diamond 1,1.02,"['15', '14.8', '7.5']",47.4,2.5,206,0.1,3506
14,KAY/O,initiator,Competitive,Ascent,Diamond 1,0.92,"['14.4', '15.6', '9.1']",46.7,4.2,204,0.1,5778
15,Harbor,controller,Competitive,Ascent,Diamond 1,0.9,"['13.9', '15.4', '6.3']",46.4,0.3,192,0.1,362
16,Chamber,sentinel,Competitive,Ascent,Diamond 1,1.07,"['16.5', '15.5', '3']",45.9,2.3,219,0.1,3190
17,Yoru,duelist,Competitive,Ascent,Diamond 1,1.0,"['16.1', '16.1', '4.3']",45.6,0.9,221,0.1,1293
18,Breach,initiator,Competitive,Ascent,Diamond 1,0.95,"['14.7', '15.5', '7']",44.7,1.4,204,0.1,1987
19,Viper,controller,Competitive,Ascent,Diamond 1,0.96,"['14.6', '15.2', '5.8']",44.4,0.8,201,0.1,1168
20,Neon,duelist,Competitive,Ascent,Diamond 1,0.95,"['15.7', '16.6', '4.1']",41.0,0.9,218,0.1,1265
1,Brimstone,controller,Competitive,Haven,Diamond 1,0.96,"['14.4', '15', '9.1']",52.2,5.6,205,0.1,7815
2,Phoenix,duelist,Competitive,Haven,Diamond 1,1.1,"['17.2', '15.6', '4.7']",50.8,4.4,240,0.1,6189
3,Killjoy,sentinel,Competitive,Haven,Diamond 1,1.01,"['14.5', '14.4', '3.8']",50.5,5.9,202,0.2,8220
4,Sage,sentinel,Competitive,Haven,Diamond 1,0.94,"['14', '14.9', '7.2']",50.0,8.6,194,0.1,12030
5,Fade,initiator,Competitive,Haven,Diamond 1,0.95,"['14.5', '15.2', '6.8']",50.0,4.4,200,0.1,6101
6,Sova,initiator,Competitive,Haven,Diamond 1,1.01,"['14.9', '14.8', '5.8']",49.9,7.5,207,0.1,10502
